ts_event,alpha,gamma
2025-04-03 18:11:59.935862011+00:00,3.045771648378068e-08,2.29091701428184
2025-04-03 14:47:59.251366849+00:00,0.02199752242760928,0.4271368963488429
2025-04-03 19:17:58.552142507+00:00,9.445181137909295e-05,0.947660070977668
2025-04-03 13:55:59.099736964+00:00,0.00693108228682128,0.5272581957427405
2025-04-03 15:18:59.831898251+00:00,0.03523908347757999,0.19930935936447639
2025-04-03 16:15:56.025195658+00:00,0.025656943724229966,0.24886246487548452
2025-04-03 15:50:59.971526857+00:00,5.152082464613022e-13,3.4913384903653184
2025-04-03 18:50:59.958576937+00:00,1.3884856936822402e-05,1.2995580683482648
2025-04-03 15:00:54.171800109+00:00,0.004375471718166777,0.6028957760762182
2025-04-03 19:21:59.349793867+00:00,0.006037700613436153,0.4444251538859509
2025-04-03 18:31:59.886526829+00:00,0.1264341501164308,0.12089307461848023
2025-04-03 14:09:59.572533746+00:00,8.303038406122592e-05,1.047907195188864
2025-04-03 14:26:56.500028159+00:00,0.0013828136495117114,0.7884889712242239
2025-04-03 19:40:59.742260795+00:00,0.014837985535133227,0.27792886232443703
2025-04-03 15:58:58.215621007+00:00,0.03535176275234987,0.26296019497620404
2025-04-03 15:28:57.754191124+00:00,0.00186209046150599,0.7106902778605176
2025-04-03 15:26:59.595228811+00:00,0.00032210263844030827,0.9164869415083186
2025-04-03 19:38:59.279466254+00:00,0.027061356719695593,0.3106040408883392
2025-04-03 14:27:58.793438504+00:00,0.005692979939478375,0.4111081160614521
2025-04-03 13:52:59.937102977+00:00,0.0888303429839325,0.0774707799423602
2025-04-03 14:01:59.926581852+00:00,0.005635476058952618,0.5532061924895919
2025-04-03 14:52:57.459565494+00:00,0.0010780685917091079,0.7967282132613623
2025-04-03 16:05:58.422035589+00:00,0.12407538904398115,0.0009973683931285334
2025-04-03 18:48:57.743765908+00:00,0.001256348933376007,0.8140692241408594
2025-04-03 14:43:57.085580410+00:00,0.04884106424551225,0.16500789256687623
2025-04-03 14:00:59.676055259+00:00,0.051627194816698224,0.15003149482009717
2025-04-03 16:30:59.329357284+00:00,0.001851857872361094,0.608293664305137
2025-04-03 18:57:59.916084448+00:00,0.020855699973766746,0.3537000393162187
2025-04-03 18:56:57.728406381+00:00,0.0002380803489921146,0.9518794712433216
2025-04-03 17:45:58.656602664+00:00,0.06018645432658272,0.249913666154503
2025-04-03 16:22:59.917219732+00:00,0.017228768655052525,0.287629165681179
2025-04-03 15:47:58.797325563+00:00,0.0001908165825795052,0.9518859795438338
2025-04-03 13:35:59.912718892+00:00,0.007047364106991537,0.39346474948370913
2025-04-03 14:15:59.368343174+00:00,0.04817219318872867,0.11162227832556648
2025-04-03 15:24:59.961294603+00:00,1.2924857006972928e-08,2.3647477047615673
2025-04-03 17:27:58.258912568+00:00,0.018785135874802496,0.2571748941740727
2025-04-03 19:39:59.876265341+00:00,0.021598522167228795,0.25013996476375217
2025-04-03 19:45:59.372694288+00:00,0.0005518497064952664,0.8266163896016121
2025-04-03 15:20:59.871459074+00:00,0.0001628845894346651,1.057623578823222
2025-04-03 19:51:59.517283005+00:00,9.843441792203999e-05,0.8845534724107271
2025-04-03 13:33:59.739494795+00:00,0.005000000048188204,-1.4360412032866017e-09
2025-04-03 13:48:59.975623711+00:00,2.2646867659493156e-05,1.2739984041870263
2025-04-03 15:04:59.976327438+00:00,1.247361073686618e-05,1.3781312988643035
2025-04-03 19:08:58.716209441+00:00,0.017480656562089726,0.302122833400667
2025-04-03 18:21:58.552091603+00:00,0.036913694172944496,0.1800610501689813
2025-04-03 14:33:59.707312901+00:00,0.005237288316013884,0.5302148192132737
2025-04-03 17:29:59.943106872+00:00,0.008002034571352892,0.3870918068277349
2025-04-03 19:23:59.093430181+00:00,0.00627398831170096,0.5416279248904592
2025-04-03 17:09:59.966236212+00:00,0.03347257446038274,0.27831585095019046
2025-04-03 14:54:58.725442803+00:00,0.004094601415536924,0.634969897531237
2025-04-03 17:15:59.394159869+00:00,0.0030359120434519365,0.6130502035135125
2025-04-03 17:28:59.880203618+00:00,0.15784212105995965,0.058040666132328694
2025-04-03 15:49:57.899896311+00:00,0.0015273738190894701,0.8039201373970514
2025-04-03 18:42:54.821056358+00:00,5.3351690225130075e-08,2.1734105748652426
2025-04-03 16:32:59.430750149+00:00,0.0006679091291368797,0.8509575509826482
2025-04-03 19:31:58.117403981+00:00,0.0011581912376755058,0.7485050271829208
2025-04-03 19:33:57.939295706+00:00,0.03306800973939836,0.23840146171174856
2025-04-03 17:38:57.042278502+00:00,0.00017359963386918273,1.011498272773984
2025-04-03 16:58:59.987860022+00:00,0.04371549244012272,0.07739699665419299
2025-04-03 14:45:59.844200805+00:00,3.015245560443117e-08,2.0626033578395258
2025-04-03 15:11:59.979113325+00:00,0.007551512352392375,0.5306780215447388
2025-04-03 15:14:59.996163198+00:00,0.028388192031647455,0.27137250166676885
2025-04-03 13:46:59.832493140+00:00,0.061557732128086746,0.24512885629291717
2025-04-03 14:36:57.636233661+00:00,0.03114274347000984,0.3419536881973145
2025-04-03 16:08:57.416327203+00:00,0.006609869235922426,0.6171686490789287
2025-04-03 13:37:59.806426107+00:00,0.001402869657436677,0.7288269425149061
